0.00368	-1.0
0.20856	-1.0
0.41356	-1.0
0.63736	-1.0
5.44412	-1.0
5.50996	-1.0
5.52876	-1.0
5.69196	-1.0
8.99224	-1.0
9.0938	-1.0
9.12916	-1.0
11.95808	-1.0
12.25956	-1.0
15.0292	-1.0
15.12408	-1.0
15.29484	-1.0
15.91624	-1.0
19.45888	-1.0
19.4626	-1.0
19.48312	-1.0
19.52064	-1.0
19.6304	-1.0
20.54572	-1.0
24.87296	-1.0
24.8796	-1.0
24.92364	-1.0
24.92844	-1.0
25.008	-1.0
25.18572	-1.0
25.52152	-1.0
25.71848	-1.0
29.84672	-1.0
29.871	-1.0
29.8832	-1.0
29.9218	-1.0
29.98916	-1.0
30.00632	-1.0
30.13408	-1.0
30.17616	-1.0
30.3278	-1.0
30.436	-1.0
35.743	-1.0
35.76868	-1.0
35.79552	-1.0
35.80312	-1.0
35.82532	-1.0
35.8544	-1.0
35.9306	-1.0
36.00296	-1.0
36.045	-1.0
36.07344	-1.0
36.08504	-1.0
36.16076	-1.0
36.31488	-1.0
40.45728	-1.0
40.48728	-1.0
40.51928	-1.0
40.54428	-1.0
40.56004	-1.0
40.61844	-1.0
40.77948	-1.0
41.57316	-1.0
44.41892	1.0
44.722	-1.0
44.75184	-1.0
44.75692	-1.0
44.77844	-1.0
44.81612	-1.0
44.96852	-1.0
45.03016	-1.0
45.50308	-1.0
49.28704	-1.0
49.31932	-1.0
49.36256	-1.0
49.3674	-1.0
49.39152	-1.0
49.40868	-1.0
49.46152	-1.0
49.66644	-1.0
49.82	-1.0
54.50188	-1.0
54.52628	-1.0
54.55616	-1.0
54.56076	-1.0
54.59824	-1.0
54.60612	-1.0
54.69036	-1.0
54.73088	-1.0
54.99276	-1.0
55.0682	-1.0
55.0844	-1.0
59.62388	-1.0
59.65304	-1.0
59.6662	-1.0
59.68264	-1.0
59.74808	-1.0
59.8038	-1.0
59.91188	-1.0
60.02124	-1.0
60.09512	-1.0
63.89276	-1.0
63.9386	-1.0
63.96588	-1.0
64.02528	-1.0
64.10808	-1.0
64.19996	-1.0
64.25364	-1.0
64.32296	-1.0
64.33568	-1.0
64.50696	-1.0
68.28748	-1.0
68.32176	-1.0
68.32452	-1.0
68.35164	-1.0
68.36472	-1.0
68.40484	-1.0
68.44188	-1.0
68.52932	-1.0
68.63784	-1.0
68.65528	-1.0
68.8226	-1.0
68.8404	-1.0
68.93336	-1.0
73.57576	-1.0
73.60212	-1.0
73.61492	-1.0
73.62356	-1.0
73.6626	-1.0
73.72056	-1.0
73.77452	-1.0
73.97252	-1.0
73.991	-1.0
78.53192	-1.0
78.56964	-1.0
78.61228	-1.0
78.65352	-1.0
78.68124	-1.0
78.77028	-1.0
78.83508	-1.0
78.91084	-1.0
79.07836	-1.0
79.16604	-1.0
79.3296	-1.0
79.3346	-1.0
83.88988	-1.0
83.90896	-1.0
83.94556	-1.0
83.98648	-1.0
84.023	-1.0
84.0586	-1.0
84.15876	-1.0
84.24924	-1.0
84.54992	-1.0
84.70448	-1.0
84.92728	-1.0
84.96592	-1.0
88.45576	-1.0
88.4846	-1.0
88.52096	-1.0
88.53548	-1.0
88.55916	-1.0
88.59168	-1.0
88.6952	-1.0
88.77144	-1.0
88.8194	-1.0
88.89368	-1.0
89.02508	-1.0
89.16444	-1.0
89.578	-1.0
93.28676	-1.0
93.31156	-1.0
93.36136	-1.0
93.41024	-1.0
93.47228	-1.0
93.59232	-1.0
93.81576	-1.0
93.97668	-1.0
99.3272	-1.0
99.3502	-1.0
99.3604	-1.0
99.39428	-1.0
99.4328	-1.0
99.47832	-1.0
99.54216	-1.0
99.59116	-1.0
99.70332	-1.0
99.77496	-1.0
99.9268	-1.0
100.40008	-1.0
104.62856	-1.0
104.63404	1.0
104.64972	-1.0
104.69796	-1.0
104.7556	-1.0
