1.0	6.923146483407607e-6
2.0	8.283484585681073e-6
3.0	7.2622248509659215e-6
4.0	2.2825573023813904e-6
5.0	2.5657180108360306e-6
6.0	2.5820486320665863e-6
7.0	7.233625658599831e-6
8.0	2.4403219344784774e-6
9.0	2.7662829984011138e-6
10.0	2.4670176939929894e-6
11.0	2.6010463852765437e-6
12.0	2.5320245694213135e-6
13.0	2.537081484690021e-6
14.0	2.81314776366128e-6
15.0	2.614883059443574e-6
16.0	2.5469218431826557e-6
17.0	2.6848402423943355e-6
18.0	2.3214859847494832e-6
19.0	2.452511455759467e-6
20.0	6.831859576537772e-6
21.0	2.6660825040945567e-6
22.0	2.4327484021986195e-6
23.0	7.784782481770563e-6
24.0	2.548094022742233e-6
25.0	2.4297217535033386e-6
26.0	2.417600831989514e-6
27.0	2.500482413333891e-6
28.0	2.4313126950322553e-6
29.0	2.6171843540897295e-6
30.0	2.459490765731856e-6
31.0	2.6791596086037775e-6
32.0	8.815242001476847e-6
33.0	8.840532224238565e-6
34.0	2.591896069650673e-6
35.0	7.68825671012673e-6
36.0	8.783182481789147e-6
37.0	8.989264946941802e-6
38.0	3.754828481744161e-6
39.0	8.868251586667061e-6
40.0	9.347542821816454e-6
41.0	2.71445452590969e-6
42.0	8.859167089736713e-6
43.0	8.12028624524526e-6
44.0	3.0075520033405486e-6
45.0	8.199854221865859e-6
46.0	7.672644616678541e-6
47.0	2.8159382740917008e-6
48.0	8.689648131933132e-6
49.0	2.823977762283911e-6
50.0	2.5466219088198302e-6
51.0	2.4645154037145383e-6
52.0	2.441205978160983e-6
53.0	9.273294276772571e-6
54.0	8.63965322840265e-6
55.0	8.155605855096356e-6
56.0	2.393255078012339e-6
57.0	2.592367419156512e-6
58.0	2.4011010710381973e-6
59.0	4.167075664350149e-6
60.0	2.5703865873736615e-6
61.0	2.5734321979210463e-6
62.0	9.191463687684105e-6
63.0	2.4826329056124116e-6
64.0	2.330086490939257e-6
65.0	2.4393391206152383e-6
66.0	9.535771144128228e-6
67.0	2.733209314588031e-6
68.0	2.471263463366166e-6
69.0	2.4696217040736122e-6
70.0	2.4976065324315557e-6
71.0	2.5432777123079925e-6
72.0	8.74963298190062e-6
73.0	8.692843836074277e-6
74.0	2.3378271403423187e-6
75.0	2.2769636402858124e-6
76.0	2.473355671989796e-6
77.0	2.4305647553104027e-6
78.0	2.4746616800877735e-6
79.0	2.5089132741535136e-6
80.0	2.255191136051404e-6
81.0	2.2966848934971343e-6
82.0	2.3435011164159164e-6
83.0	8.88682813393563e-6
84.0	1.9066656366756271e-6
85.0	2.1420934641433622e-6
86.0	2.2628919234275996e-6
87.0	2.169478592325452e-6
88.0	2.5888325085499644e-6
89.0	2.650758377973645e-6
90.0	2.4714662287713237e-6
91.0	7.674567095657122e-6
92.0	8.084886742790635e-6
93.0	2.442311580550953e-6
94.0	7.400559062525503e-6
95.0	2.5795331949040103e-6
96.0	8.024055772844848e-6
97.0	2.782177918407784e-6
98.0	2.5719115416572587e-6
99.0	2.2614123933141523e-6
100.0	7.82992551085975e-6
101.0	2.76790739706463e-6
102.0	2.5626289987160543e-6
103.0	2.507546251029212e-6
104.0	2.4434178571401095e-6
105.0	2.310907715247886e-6
106.0	2.4034407107630507e-6
107.0	2.5326290732663673e-6
108.0	2.451983726346707e-6
109.0	2.6856926829900023e-6
110.0	6.824986452937162e-6
111.0	2.7619203397440824e-6
112.0	2.564659686663971e-6
113.0	2.384213055630703e-6
114.0	2.3351085164000933e-6
115.0	2.283732768661999e-6
116.0	2.7130304486792828e-6
117.0	2.5104094064219136e-6
118.0	2.531400682349666e-6
119.0	2.4401637504944868e-6
120.0	2.59874070833568e-6
