0.00252	-109.0
0.00332	-17.0
0.00368	-86.0
0.00368	-8.0
0.00372	-84.0
0.00396	-95.0
0.00412	-57.0
0.00452	-11.0
0.00468	-24.0
0.005	-71.0
0.00508	-27.0
0.00544	-31.0
0.00548	-47.0
0.00584	-77.0
0.00656	-85.0
0.00676	-118.0
0.00676	-88.0
0.00688	-28.0
0.00692	-102.0
0.007	-99.0
0.00728	-69.0
0.00728	-11.0
0.0074	-30.0
0.008	-119.0
0.00808	-68.0
0.00808	-17.0
0.00824	-74.0
0.00844	-49.0
0.00848	-71.0
0.00856	-34.0
0.00884	-117.0
0.00916	76.0
0.0092	-59.0
0.01008	-109.0
0.01064	-10.0
0.011	-11.0
0.01168	-112.0
0.01212	-69.0
0.01216	-87.0
0.01216	-76.0
0.01232	-28.0
0.01236	-95.0
0.0124	30.0
0.01248	-79.0
0.01308	-107.0
0.01324	-6.0
0.01428	-85.0
0.01448	-88.0
0.01464	-69.0
0.01504	-109.0
0.0152	-68.0
0.01544	-5.0
0.01548	52.0
0.01684	-86.0
0.01748	11.0
0.01784	98.0
0.01852	-12.0
0.01908	-41.0
0.02056	-97.0
0.02072	-28.0
0.02088	-11.0
0.021	-44.0
0.02192	-17.0
0.0226	-34.0
0.02264	-16.0
0.02316	-15.0
0.02348	-69.0
0.02368	-11.0
0.02496	77.0
0.02536	4.0
0.02548	-68.0
0.02672	-95.0
0.0276	-111.0
0.02776	-49.0
0.02788	-24.0
0.02828	-59.0
0.0284	-109.0
0.02844	-19.0
0.02852	106.0
0.02912	-93.0
0.02968	-31.0
0.02984	-57.0
0.03	-16.0
0.03024	-118.0
0.03052	-10.0
0.0306	-12.0
0.03076	-71.0
0.03076	114.0
0.03116	-115.0
0.03152	-68.0
0.03204	-4.0
0.03292	-104.0
0.03308	-113.0
0.0332	-89.0
0.0334	-109.0
0.034	-86.0
0.0344	-61.0
0.03468	-44.0
0.03532	-95.0
0.0358	-34.0
0.03656	-29.0
0.03752	-28.0
0.03796	-24.0
0.03828	-44.0
0.04	102.0
0.04048	-118.0
0.04124	-34.0
0.04272	-95.0
0.04296	-109.0
0.04308	114.0
0.0432	-47.0
0.04336	-86.0
0.04528	-19.0
0.04536	-116.0
0.04552	6.0
0.0472	-68.0
0.04748	-28.0
0.0482	-118.0
0.04828	-17.0
0.04832	-49.0
0.04832	-41.0
0.04876	-5.0
0.04884	-59.0
0.04896	-109.0
0.0496	-95.0
0.05004	-24.0
0.05016	-98.0
0.05024	30.0
0.05084	-34.0
0.0512	111.0
0.05128	-6.0
0.0514	-71.0
0.0516	67.0
0.05192	-118.0
